owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,27120.00,27773.90
aafc-aac,2018-2019,11231.92,11356.20
aafc-aac,2019-2020,13765.94,13762.93
atssc-scdata,2021-2022,18266.56,8551.08
cas-satj,2021-2022,47.65,0.00
cbsa-asfc,2020-2021,5877.95,5578.07
cbsa-asfc,2021-2022,21156.00,15717.48
cfia-acia,2018-2019,6962.74,7031.25
cfia-acia,2019-2020,94383.80,93587.30
cfia-acia,2020-2021,94125.92,89482.72
cgc-ccg,2020-2021,3361.70,3165.44
cgc-ccg,2021-2022,25173.64,22322.19
dfatd-maecd,2017-2018,267180.92,274124.49
dfatd-maecd,2018-2019,55822.00,56371.23
dfatd-maecd,2019-2020,107753.87,105146.17
dfatd-maecd,2020-2021,456938.56,434173.97
dfatd-maecd,2021-2022,254761.48,187588.71
dfo-mpo,2020-2021,692286.75,651869.68
dnd-mdn,2020-2021,222241.02,211366.18
dnd-mdn,2021-2022,309849.65,226356.18
esdc-edsc,2020-2021,714987.98,679719.10
esdc-edsc,2021-2022,190.57,180.19
fin,2018-2019,24720.97,24964.20
fin,2019-2020,80425.56,80249.70
fin,2021-2022,67235.00,61736.47
ic,2020-2021,13474.55,12687.88
ic,2021-2022,248244.26,202678.91
nserc-crsng,2017-2018,10346.10,10589.97
nserc-crsng,2018-2019,123619.51,125591.27
nserc-crsng,2019-2020,36964.27,36466.07
nserc-crsng,2020-2021,73140.79,69653.50
osgg-bsgg,2018-2019,10899.49,11036.34
osgg-bsgg,2020-2021,21238.93,20215.08
osgg-bsgg,2021-2022,20941.59,13653.78
phac-aspc,2017-2018,4370.30,4473.32
phac-aspc,2018-2019,28862.20,29336.01
phac-aspc,2019-2020,30836.40,30332.99
phac-aspc,2020-2021,16529.31,15721.00
phac-aspc,2021-2022,29506.20,17295.07
rcmp-grc,2020-2021,88476.02,83310.61
rcmp-grc,2021-2022,17152.27,15885.90
ssc-spc,2017-2018,67610.92,69288.93
ssc-spc,2018-2019,291101.60,295764.11
ssc-spc,2019-2020,515726.90,509827.24
ssc-spc,2020-2021,913362.62,867444.01
ssc-spc,2021-2022,1943114.69,1465857.00
tbs-sct,2018-2019,42709.88,43130.10
tbs-sct,2019-2020,29506.43,28909.83
tbs-sct,2020-2021,87301.31,82804.11
tbs-sct,2021-2022,109670.45,96129.70
tc,2017-2018,295459.64,303115.40
tc,2018-2019,303817.12,308587.37
tc,2019-2020,385931.72,381565.39
tc,2020-2021,202859.39,192675.97
tc,2021-2022,201681.77,157768.51
