d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,6962.74,7027.78
it_consulting_services,2019-2020,200355.20,197705.37
it_consulting_services,2020-2021,269921.52,257393.52
it_consulting_services,2021-2022,392515.23,363345.04
it_consulting_services,2022-2023,345785.39,309692.62
it_devices_equipment,2017-2018,9858.84,10140.39
it_devices_equipment,2018-2019,106221.04,108353.40
it_devices_equipment,2019-2020,44371.38,43586.32
it_devices_equipment,2020-2021,214990.91,203607.96
it_devices_equipment,2021-2022,911778.96,849408.52
it_devices_equipment,2022-2023,465350.91,416341.53
it_other,2020-2021,3361.70,3167.65
it_other,2021-2022,60332.69,55433.85
it_other,2022-2023,96359.60,86526.95
it_software_licensing,2017-2018,366769.40,377991.87
it_software_licensing,2018-2019,482746.53,490908.51
it_software_licensing,2019-2020,770607.99,761695.22
it_software_licensing,2020-2021,2868623.86,2723746.88
it_software_licensing,2021-2022,1642462.49,1524135.53
it_software_licensing,2022-2023,2622671.77,2344800.26
