d_fiscal_year,total,total_constant_2019_dollars
2017-2018,672087.87,692491.13
2018-2019,899747.43,915216.50
2019-2020,1295294.88,1280407.54
2020-2021,3606202.80,3434037.61
2021-2022,3266991.78,3053043.17
