d_most_recent_category,d_fiscal_year,total
10_office_management,2020-2021,13720.96109589041
11_defence,2020-2021,222241.0174029143
2_professional_services,2017-2018,295459.63901656144
2_professional_services,2018-2019,303817.1153389546
2_professional_services,2019-2020,279960.31647969055
2_professional_services,2020-2021,61958.430696324955
3_information_technology,2017-2018,376628.23493128817
3_information_technology,2018-2019,595930.3129578787
3_information_technology,2019-2020,1015334.5660615066
3_information_technology,2020-2021,3308282.3937587803
