d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2021-2022,5285.75,4909.28
2_professional_services,2022-2023,5576.00,4989.43
7_travel,2018-2019,1097.77,1108.02
7_travel,2019-2020,8938.97,8966.63
8_security_and_protection,2020-2021,28456.38,27025.31
8_security_and_protection,2021-2022,108314.28,99910.55
8_security_and_protection,2022-2023,350316.55,313131.45
9_human_capital,2017-2018,149658.46,154104.43
9_human_capital,2018-2019,332072.28,337511.20
9_human_capital,2019-2020,348733.91,344384.44
9_human_capital,2020-2021,591928.76,562820.33
9_human_capital,2021-2022,734734.53,683669.92
9_human_capital,2022-2023,501844.56,448082.99
