owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,120547.95,123409.87
cbsa-asfc,2018-2019,412757.70,419113.76
cbsa-asfc,2019-2020,401095.89,397711.05
cbsa-asfc,2020-2021,400000.00,380268.11
cbsa-asfc,2021-2022,400000.00,371378.00
cnsc-ccsn,2017-2018,18746.70,19188.60
cnsc-ccsn,2018-2019,13670.86,13813.45
cnsc-ccsn,2019-2020,44924.03,44522.62
cnsc-ccsn,2020-2021,58580.85,55691.08
elections,2019-2020,25000.00,25023.41
elections,2020-2021,27833.40,26249.57
elections,2021-2022,12183.65,11412.51
hc-sc,2017-2018,92095.55,94287.65
hc-sc,2018-2019,250201.02,253783.02
hc-sc,2019-2020,379380.49,375805.17
hc-sc,2020-2021,387735.41,368666.30
hc-sc,2021-2022,116011.74,107509.73
isc-sac,2017-2018,8641.21,8848.93
isc-sac,2018-2019,17425.63,17696.63
