d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1021776.65,1053580.03
1_facilities_and_construction,2018-2019,384876.25,393951.17
1_facilities_and_construction,2019-2020,105771.25,105415.86
1_facilities_and_construction,2020-2021,672953.06,645447.92
1_facilities_and_construction,2021-2022,1071799.99,998565.09
1_facilities_and_construction,2022-2023,474930.72,422316.14
11_defence,2017-2018,24495.00,25332.34
2_professional_services,2017-2018,69000.00,71164.09
2_professional_services,2018-2019,132244.25,135245.34
2_professional_services,2019-2020,763600.00,760512.52
2_professional_services,2022-2023,82589.21,73124.57
6_industrial_products_and_services,2017-2018,68770.00,70798.15
