d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3813442.23,3929025.30
2018-2019,6624074.67,6745155.98
2019-2020,6642222.82,6588918.31
2020-2021,6624074.67,6315223.64
2021-2022,6624074.67,6198551.01
