d_fiscal_year,total,total_constant_2019_dollars
2017-2018,26966979.19,27588726.68
2018-2019,40771905.34,41261446.74
2019-2020,23409240.32,23359688.76
2020-2021,41416302.20,40346726.40
2021-2022,30751337.26,23390554.57
