d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,33942.45
1_facilities_and_construction,2018-2019,12710.81
10_office_management,2017-2018,299356.45
10_office_management,2019-2020,400776.16
10_office_management,2020-2021,2019057.35
11_defence,2017-2018,11004051.72
11_defence,2018-2019,25060198.14
11_defence,2019-2020,5410524.32
11_defence,2020-2021,9560177.92
3_information_technology,2017-2018,14547263.89
3_information_technology,2018-2019,15530122.38
3_information_technology,2019-2020,17248935.07
3_information_technology,2020-2021,29799379.31
6_industrial_products_and_services,2017-2018,1082364.69
6_industrial_products_and_services,2018-2019,168874.02
6_industrial_products_and_services,2019-2020,349004.77
6_industrial_products_and_services,2020-2021,37687.62
