d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,330639.49,338687.68
1_facilities_and_construction,2018-2019,130387.28,132367.35
1_facilities_and_construction,2019-2020,129058.71,127129.45
1_facilities_and_construction,2020-2021,357881.95,339613.76
1_facilities_and_construction,2021-2022,214560.27,195819.78
11_defence,2018-2019,14158.80,14298.11
2_professional_services,2018-2019,90345.83,91750.84
2_professional_services,2019-2020,90593.35,89828.83
2_professional_services,2020-2021,132481.83,125946.53
2_professional_services,2021-2022,176614.70,163977.04
3_information_technology,2021-2022,14594.94,13697.16
5_transportation_and_logistics,2017-2018,345432.40,355508.82
6_industrial_products_and_services,2017-2018,369100.83,378012.44
6_industrial_products_and_services,2018-2019,162166.76,164567.81
6_industrial_products_and_services,2019-2020,316546.47,313875.14
6_industrial_products_and_services,2020-2021,273584.03,260088.21
6_industrial_products_and_services,2021-2022,136056.22,124599.04
9_human_capital,2018-2019,294869.88,298135.27
9_human_capital,2019-2020,359205.12,359126.43
