d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2019-2020,8173.15,7986.60
11_defence,2020-2021,489026.85,465792.48
2_professional_services,2017-2018,216333.59,222580.04
2_professional_services,2018-2019,365858.28,374395.19
3_information_technology,2019-2020,240241.97,235403.57
3_information_technology,2020-2021,3758076.68,3589254.71
3_information_technology,2021-2022,107432.45,99882.70
3_information_technology,2022-2023,618941.65,553921.54
9_human_capital,2020-2021,39550.00,37694.67
