d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,255380.82,263244.11
1_facilities_and_construction,2018-2019,1200407.45,1220047.04
1_facilities_and_construction,2020-2021,23693.33,22325.65
1_facilities_and_construction,2021-2022,370571.32,336238.89
1_facilities_and_construction,2022-2023,1603859.10,1433991.36
2_professional_services,2017-2018,1323929.78,1363741.75
2_professional_services,2018-2019,725248.79,734206.60
2_professional_services,2019-2020,558727.31,550216.98
2_professional_services,2020-2021,2214290.32,2102221.65
2_professional_services,2021-2022,3862059.92,3577259.98
2_professional_services,2022-2023,4607533.45,4110900.05
