d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,5776197.238002317
1_facilities_and_construction,2018-2019,7562841.465554485
1_facilities_and_construction,2019-2020,2364000.5340623204
1_facilities_and_construction,2020-2021,1941902.2583300937
10_office_management,2019-2020,24860
2_professional_services,2017-2018,5833849.289433511
2_professional_services,2018-2019,6087208.832784998
2_professional_services,2019-2020,7283512.625664182
2_professional_services,2020-2021,8365577.807291096
5_transportation_and_logistics,2019-2020,19202.09
6_industrial_products_and_services,2017-2018,0
6_industrial_products_and_services,2018-2019,0
6_industrial_products_and_services,2019-2020,0
