normalized_vendor_name,original_vendor_name
SLR CONSULTING CANADA,SLR CONSULTING (CANADA) LTD.
SLR CONSULTING CANADA,Slr Consulting (Canada) Ltd.
SLR CONSULTING CANADA,SLR Consulting (CANADA) LTD.
SLR CONSULTING CANADA,SLR CONSULTING (CANADA) INC.
SLR CONSULTING CANADA,SLR CONSULTING (CANADA) LTD
SLR CONSULTING CANADA,SLR CONSULTING CANADA
SLR CONSULTING CANADA,SLR Consulting (Canada) Ltd.
SLR CONSULTING CANADA,SLR Consulting (Canada) Ltd
SLR CONSULTING CANADA,SLR Consulting (Canada) Ltd. (Ottawa)
SLR CONSULTING CANADA,SLR CONSULTING (CANADA)
SLR CONSULTING CANADA,SLR CONSULTING CANADA ALTD
SLR CONSULTING CANADA,SLR CONSULTING CANADA LTD
SLR CONSULTING CANADA,SLR Consulting Canada Ltd
