d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,2952051.00,3028787.33
it_consulting_services,2018-2019,2930239.87,2973460.87
it_consulting_services,2019-2020,3913678.67,3885230.59
it_consulting_services,2020-2021,3943587.30,3747462.11
it_consulting_services,2021-2022,7177189.59,6644088.24
it_devices_equipment,2017-2018,779222.41,798065.92
it_devices_equipment,2018-2019,790990.63,800035.67
it_devices_equipment,2019-2020,227021.10,225362.97
it_devices_equipment,2020-2021,729606.10,695894.77
it_devices_equipment,2021-2022,588606.99,541255.32
it_other,2017-2018,328177.94,336119.36
it_other,2018-2019,140986.84,143279.94
it_other,2019-2020,387127.92,383513.57
it_other,2020-2021,387208.20,368778.61
it_other,2021-2022,55846.70,51839.17
it_software_licensing,2017-2018,927519.29,951412.26
it_software_licensing,2018-2019,1326071.34,1344010.34
it_software_licensing,2019-2020,2534172.17,2515670.70
it_software_licensing,2020-2021,2708554.49,2576158.74
it_software_licensing,2021-2022,1406894.74,1305329.34
