d_most_recent_category,total,percentage
3_information_technology,33420621.58,0.7010401001591238
2_professional_services,9307365.05,0.19523383523390025
10_office_management,2392856.18,0.05019320576174871
9_human_capital,2163761.68,0.04538765687012806
5_transportation_and_logistics,231223.32,0.0048502036186403715
8_security_and_protection,104710.65,0.002196439236981035
6_industrial_products_and_services,41843.30,8.777165066282041e-4
1_facilities_and_construction,10528.21,2.2084261284956313e-4
