d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,505889.6602793419
10_office_management,2018-2019,1364231.9669520285
10_office_management,2019-2020,214664.77505717272
10_office_management,2020-2021,133020.2411791786
2_professional_services,2017-2018,2205303.296602885
2_professional_services,2018-2019,2329879.310844593
2_professional_services,2019-2020,1831391.2746006392
2_professional_services,2020-2021,1066877.1437205232
3_information_technology,2017-2018,4832225.036973182
3_information_technology,2018-2019,5114561.5262785405
3_information_technology,2019-2020,6754314.034760597
3_information_technology,2020-2021,7748538.2419961365
5_transportation_and_logistics,2017-2018,48908.65
5_transportation_and_logistics,2018-2019,128227.03
6_industrial_products_and_services,2017-2018,30251.04
6_industrial_products_and_services,2019-2020,11592.26
8_security_and_protection,2017-2018,13546.710000000003
8_security_and_protection,2018-2019,38416.56
8_security_and_protection,2019-2020,22576.379999999997
8_security_and_protection,2020-2021,16950
9_human_capital,2017-2018,552642.4061386415
9_human_capital,2018-2019,364525.04343895434
9_human_capital,2019-2020,650004.798713019
9_human_capital,2020-2021,232590.23765219378
