owner_org,d_fiscal_year,total
ec,2017-2018,32650.807894736845
pc,2017-2018,9169897.209999999
pc,2018-2019,6467016.4732113145
pc,2019-2020,5346591.126788686
pwgsc-tpsgc,2018-2019,182917.20848143983
pwgsc-tpsgc,2019-2020,280026.2953430821
pwgsc-tpsgc,2020-2021,279261.19617547805
