d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,25831.80,24772.76
3_information_technology,2019-2020,383406.42,375504.31
3_information_technology,2020-2021,1424524.23,1363369.48
3_information_technology,2021-2022,1119590.06,1012091.57
5_transportation_and_logistics,2019-2020,749838.27,734956.13
5_transportation_and_logistics,2020-2021,1229945.96,1166646.81
5_transportation_and_logistics,2021-2022,833170.04,774447.15
5_transportation_and_logistics,2022-2023,211810.58,187797.96
6_industrial_products_and_services,2017-2018,109250.00,112984.62
6_industrial_products_and_services,2018-2019,104199.93,105173.32
6_industrial_products_and_services,2019-2020,189792.72,190040.50
6_industrial_products_and_services,2020-2021,433815.38,416367.25
6_industrial_products_and_services,2021-2022,69314.20,62658.93
6_industrial_products_and_services,2022-2023,72867.75,65170.02
