d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,310137.47068343754
1_facilities_and_construction,2018-2019,165793.9034916201
1_facilities_and_construction,2019-2020,466891.26932724536
1_facilities_and_construction,2020-2021,604675.3860183437
10_office_management,2020-2021,78346.79
11_defence,2017-2018,2538023.747149374
11_defence,2018-2019,3381080.4480775516
11_defence,2019-2020,6786542.944040361
11_defence,2020-2021,3931125.0622593113
2_professional_services,2017-2018,177257.97728244515
2_professional_services,2018-2019,1138941.5450385355
2_professional_services,2019-2020,160250.4876790192
5_transportation_and_logistics,2018-2019,0.028284671532846715
5_transportation_and_logistics,2019-2020,0.33394160583941607
5_transportation_and_logistics,2020-2021,0.33302919708029194
6_industrial_products_and_services,2017-2018,7994334.269959232
6_industrial_products_and_services,2018-2019,9080389.978426753
6_industrial_products_and_services,2019-2020,4455995.822892645
6_industrial_products_and_services,2020-2021,1958658.2640316323
NA,2017-2018,40890.16172506739
NA,2018-2019,99499.39353099732
NA,2019-2020,99771.99460916442
NA,2020-2021,99499.39353099732
