d_fiscal_year,total,total_constant_2019_dollars
2017-2018,11060643.63,11346445.36
2018-2019,13865705.30,14085218.98
2019-2020,11969452.85,11884263.95
2020-2021,6672305.23,6343277.52
2021-2022,7796204.65,5840012.13
