d_fiscal_year,total,total_constant_2019_dollars
2017-2018,715227.05,737904.07
2018-2019,4444383.09,4506573.37
2019-2020,3201677.54,3197312.81
2020-2021,981671.82,977214.88
2021-2022,46142.36,41573.39
