d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,699272.14,721253.04
11_defence,2018-2019,4428246.04,4499267.91
11_defence,2019-2020,3201677.54,3190491.90
11_defence,2020-2021,951255.42,907499.53
5_transportation_and_logistics,2020-2021,15750.00,15014.38
6_industrial_products_and_services,2017-2018,15954.91,16410.56
6_industrial_products_and_services,2018-2019,16137.05,16309.10
6_industrial_products_and_services,2020-2021,14666.40,13858.77
6_industrial_products_and_services,2021-2022,46142.36,42978.88
6_industrial_products_and_services,2022-2023,11412.30,10201.85
