d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,11288.70
10_office_management,2017-2018,378453.21
10_office_management,2018-2019,12028.96
10_office_management,2019-2020,2178836.37
10_office_management,2020-2021,61481.40
11_defence,2017-2018,3826976.92
11_defence,2018-2019,2585593.39
11_defence,2019-2020,745080.78
11_defence,2020-2021,8201028.90
3_information_technology,2017-2018,17199606.37
3_information_technology,2018-2019,6848142.90
3_information_technology,2019-2020,8617271.23
3_information_technology,2020-2021,16672666.48
5_transportation_and_logistics,2017-2018,24349.87
5_transportation_and_logistics,2018-2019,44303.18
5_transportation_and_logistics,2019-2020,16739.21
6_industrial_products_and_services,2017-2018,101278.29
6_industrial_products_and_services,2018-2019,51215.33
6_industrial_products_and_services,2019-2020,79784.84
6_industrial_products_and_services,2020-2021,144112.71
