d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,178680.12,180438.15
it_devices_equipment,2017-2018,15435195.35,15835090.47
it_devices_equipment,2018-2019,5630793.02,5707509.53
it_devices_equipment,2019-2020,8019654.57,7925375.28
it_devices_equipment,2020-2021,15285466.95,14511801.97
it_devices_equipment,2021-2022,14174534.62,13131236.44
it_other,2017-2018,1171978.47,1199835.58
it_other,2018-2019,717950.89,728696.61
it_other,2019-2020,575726.06,565850.15
it_other,2020-2021,181431.11,171321.23
it_other,2021-2022,98914.50,91708.38
it_software_licensing,2017-2018,592432.54,606397.40
it_software_licensing,2018-2019,320718.87,323874.42
it_software_licensing,2019-2020,21890.60,21576.42
it_software_licensing,2020-2021,1229552.67,1161212.76
it_software_licensing,2021-2022,205552.56,190904.50
