owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,660146.99,675277.75
aandc-aadnc,2017-2018,23242.17,24043.25
atssc-scdata,2020-2021,4886.27,4618.56
atssc-scdata,2021-2022,17386.03,15753.60
cbsa-asfc,2017-2018,98629.59,100843.99
cbsa-asfc,2019-2020,16217.99,16162.13
cbsa-asfc,2021-2022,3293.61,1266.57
ccohs-cchst,2019-2020,36851.11,36901.64
ccohs-cchst,2020-2021,23784.24,23923.13
cfia-acia,2017-2018,226946.94,231066.50
cfia-acia,2020-2021,745955.82,705085.94
cpc-cpp,2017-2018,86910.56,89991.04
cpc-cpp,2018-2019,83958.94,85600.49
cpc-cpp,2019-2020,43798.00,43421.46
cra-arc,2017-2018,125831.56,129630.19
cra-arc,2018-2019,12965.73,13151.53
cra-arc,2021-2022,14036.90,12563.25
csc-scc,2017-2018,59275.21,60749.83
csc-scc,2019-2020,441574.53,442179.98
csc-scc,2020-2021,5668052.71,5505012.24
csc-scc,2021-2022,4485692.88,3131350.74
csps-efpc,2018-2019,164302.61,165892.64
csps-efpc,2020-2021,223811.83,211549.49
csps-efpc,2021-2022,454131.36,265493.24
dfatd-maecd,2017-2018,34535.64,35725.96
dfatd-maecd,2018-2019,28618.27,28895.22
dfatd-maecd,2019-2020,68234.68,68203.55
dfo-mpo,2018-2019,66226.61,67409.97
dfo-mpo,2020-2021,61581.38,60019.93
dfo-mpo,2021-2022,333818.09,291020.35
dnd-mdn,2017-2018,4223670.09,4341617.75
dnd-mdn,2018-2019,2597622.35,2645275.83
dnd-mdn,2019-2020,745080.78,742763.07
dnd-mdn,2020-2021,8290503.08,8000428.89
dnd-mdn,2021-2022,5890524.15,3302936.57
ec,2017-2018,41125.93,41832.36
ec,2018-2019,33773.05,34099.89
ec,2019-2020,2141985.26,2135892.83
ec,2020-2021,33477.41,32139.52
ec,2021-2022,18197.47,11359.67
esdc-edsc,2017-2018,78706.62,80092.89
esdc-edsc,2018-2019,24757.11,24996.69
esdc-edsc,2021-2022,19019.69,17348.93
fcac-acfc,2017-2018,38057.03,38796.88
fcac-acfc,2018-2019,202612.98,204633.60
fcac-acfc,2019-2020,455411.93,453353.45
fcac-acfc,2020-2021,6486.11,6506.90
hc-sc,2017-2018,789403.52,809044.65
hc-sc,2020-2021,950.66,898.58
hc-sc,2021-2022,36966.47,32215.28
iaac-aeic,2021-2022,143177.33,0.00
ic,2017-2018,171133.24,174072.85
ic,2018-2019,976544.23,991263.70
ic,2019-2020,10250.83,10264.89
ic,2020-2021,85027.30,82103.07
ic,2021-2022,52139.71,28349.54
isc-sac,2020-2021,145275.93,137316.46
lac-bac,2018-2019,76260.71,76998.72
nrc-cnrc,2017-2018,10057.00,10229.75
nrc-cnrc,2019-2020,16207.59,16068.25
nrcan-rncan,2017-2018,11010.72,11199.85
nrcan-rncan,2018-2019,178680.12,180409.28
nrcan-rncan,2020-2021,47665.80,45054.26
oci-bec,2021-2022,33083.69,1225.76
opc-cpvp,2019-2020,5683.01,5684.69
opc-cpvp,2020-2021,20240.95,19818.56
opc-cpvp,2021-2022,19691.69,15104.48
osfi-bsif,2017-2018,299868.52,308539.29
osfi-bsif,2018-2019,26879.07,27198.82
osfi-bsif,2019-2020,73175.39,73043.61
osfi-bsif,2020-2021,39485.61,38923.54
osgg-bsgg,2018-2019,199590.32,201521.84
osgg-bsgg,2020-2021,247716.24,241435.18
osgg-bsgg,2021-2022,55889.91,14863.79
pbc-clcc,2020-2021,234475.45,223677.68
pbc-clcc,2021-2022,160272.37,143950.32
pc,2017-2018,43153.38,44422.94
pch,2018-2019,19660.73,19869.31
pch,2020-2021,13406.84,13066.90
phac-aspc,2017-2018,18081.00,18707.02
rcmp-grc,2017-2018,5409523.85,5560160.58
rcmp-grc,2018-2019,1414036.81,1432462.54
rcmp-grc,2019-2020,1506277.73,1503842.09
rcmp-grc,2020-2021,2092568.03,2002713.05
rcmp-grc,2021-2022,1482710.68,1269908.19
ssc-spc,2017-2018,9080687.54,9298843.02
ssc-spc,2018-2019,3395541.70,3438100.95
ssc-spc,2019-2020,6088252.31,6074806.15
ssc-spc,2020-2021,7093937.82,6946434.37
ssc-spc,2021-2022,7134913.29,5402099.17
swc-cfc,2017-2018,667.56,679.02
swc-cfc,2018-2019,39252.41,39782.57
tbs-sct,2021-2022,79955.21,58845.75
