d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,52834.02,54342.88
1_facilities_and_construction,2018-2019,584376.33,595574.81
1_facilities_and_construction,2021-2022,44529.14,40787.94
1_facilities_and_construction,2022-2023,2091825.62,1871297.71
11_defence,2019-2020,191818.85,188452.53
11_defence,2020-2021,246409.16,235650.33
2_professional_services,2018-2019,145736.35,148133.13
2_professional_services,2019-2020,201281.14,199675.53
2_professional_services,2020-2021,200731.20,191160.47
2_professional_services,2021-2022,200731.20,186624.94
2_professional_services,2022-2023,200731.20,179615.12
5_transportation_and_logistics,2017-2018,5766.05,5944.28
5_transportation_and_logistics,2018-2019,5766.05,5876.54
5_transportation_and_logistics,2019-2020,375781.85,369458.03
5_transportation_and_logistics,2020-2021,365601.05,348200.32
5_transportation_and_logistics,2021-2022,84118.30,77131.12
5_transportation_and_logistics,2022-2023,297877.75,266227.76
