d_most_recent_category,d_fiscal_year,total
11_defence,2019-2020,3032.909819587629
11_defence,2020-2021,16043.653393470791
2_professional_services,2017-2018,396191.97613650496
2_professional_services,2018-2019,546160.4107573319
2_professional_services,2019-2020,685075.7615039021
2_professional_services,2020-2021,666449.5834670251
3_information_technology,2017-2018,944308.7971864045
3_information_technology,2018-2019,2247619.848590483
3_information_technology,2019-2020,1695631.2950064128
3_information_technology,2020-2021,329084.82757547725
9_human_capital,2017-2018,11285.752173913042
9_human_capital,2018-2019,22207.447826086955
9_human_capital,2019-2020,62091.338797814205
9_human_capital,2020-2021,47049.633804925514
