d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,660006.19,680367.53
it_consulting_services,2018-2019,1999252.80,2033363.20
it_consulting_services,2019-2020,1533745.89,1526437.68
it_consulting_services,2020-2021,388062.96,369203.47
it_consulting_services,2021-2022,573825.23,532834.97
it_consulting_services,2022-2023,776950.27,694988.25
it_software_licensing,2017-2018,314360.29,324077.50
it_software_licensing,2018-2019,314360.29,320384.42
it_software_licensing,2019-2020,315221.55,312707.03
it_software_licensing,2020-2021,94767.00,90248.58
