d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2019-2020,3032.91,2959.51
11_defence,2020-2021,16043.65,15252.22
11_defence,2021-2022,16043.65,12550.38
2_professional_services,2017-2018,396191.98,406392.71
2_professional_services,2018-2019,546160.41,554019.31
2_professional_services,2019-2020,685075.76,679133.74
2_professional_services,2020-2021,666449.58,633565.57
2_professional_services,2021-2022,1120197.53,836766.39
3_information_technology,2017-2018,944308.80,968786.87
3_information_technology,2018-2019,2247619.85,2279076.39
3_information_technology,2019-2020,1695631.30,1686627.64
3_information_technology,2020-2021,329084.83,312538.59
3_information_technology,2021-2022,413227.65,313984.90
9_human_capital,2017-2018,11285.75,11551.78
9_human_capital,2018-2019,22207.45,22689.78
9_human_capital,2019-2020,62091.34,61505.66
9_human_capital,2020-2021,47049.63,44473.77
9_human_capital,2021-2022,85558.03,80253.20
