d_most_recent_category,total,percentage
3_information_technology,218012263.47,0.8548
2_professional_services,35552006.58,0.1394
0_other,1066292.21,0.0042
1_facilities_and_construction,199426.92,8e-4
11_defence,104412.00,4e-4
9_human_capital,99578.99,4e-4
