d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,146946.15157894735
1_facilities_and_construction,2019-2020,52480.76842105263
2_professional_services,2017-2018,21791212.119237788
2_professional_services,2018-2019,22039803.13738642
2_professional_services,2019-2020,22213042.192155465
2_professional_services,2020-2021,51279379.641871616
3_information_technology,2017-2018,7544713.312512409
3_information_technology,2018-2019,9273420.29798926
3_information_technology,2019-2020,7903860.732801056
3_information_technology,2020-2021,19362272.16032575
9_human_capital,2017-2018,24998.99
9_human_capital,2018-2019,24860
9_human_capital,2020-2021,24860
