d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,29335925.43,30242486.10
it_consulting_services,2018-2019,30808322.64,31406941.62
it_consulting_services,2019-2020,29128850.12,28892718.67
it_consulting_services,2020-2021,55315499.41,52649412.08
it_consulting_services,2021-2022,69342819.51,64422688.57
it_consulting_services,2022-2023,29865265.60,26713239.22
it_devices_equipment,2019-2020,216295.56,211358.58
it_devices_equipment,2020-2021,1230296.54,1173059.45
it_software_licensing,2020-2021,427871.41,407470.79
it_software_licensing,2021-2022,427871.41,397803.03
it_software_licensing,2022-2023,605784.77,540691.91
