owner_org,d_fiscal_year,total
acoa-apeca,2020-2021,80500
cbsa-asfc,2019-2020,24860
cbsa-asfc,2020-2021,7458.000000000001
cfia-acia,2017-2018,7625442.674335807
cfia-acia,2018-2019,6416308.602124048
cfia-acia,2019-2020,789960.441240876
cfia-acia,2020-2021,759743.3751824818
cic,2020-2021,7057795.551897605
dnd-mdn,2018-2019,415321.1515789474
dnd-mdn,2019-2020,282587.37470577215
dnd-mdn,2020-2021,1095233.9270486138
esdc-edsc,2019-2020,162276.38020833334
esdc-edsc,2020-2021,28227727.446571
ic,2017-2018,88592
ic,2018-2019,473550.8264335665
ic,2019-2020,841357.2935664337
osfi-bsif,2018-2019,5395955.282611991
osfi-bsif,2019-2020,7210224.185849582
osfi-bsif,2020-2021,5782918.144773395
phac-aspc,2018-2019,31932.061538461538
phac-aspc,2019-2020,27370.33846153846
phac-aspc,2020-2021,3652849.7409326425
pwgsc-tpsgc,2017-2018,50354691.636312515
pwgsc-tpsgc,2018-2019,52834614.44292268
pwgsc-tpsgc,2019-2020,56398385.70087864
pwgsc-tpsgc,2020-2021,45401707.20583746
rcmp-grc,2018-2019,24860
rcmp-grc,2019-2020,391920.16000000003
rcmp-grc,2020-2021,1363289.811883038
ssc-spc,2018-2019,24634
tc,2017-2018,24998.99
tc,2020-2021,38974.10564102564
