d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,470263043.50,484799380.79
1_facilities_and_construction,2018-2019,470263043.50,479274761.21
1_facilities_and_construction,2019-2020,486048216.00,482025835.65
1_facilities_and_construction,2020-2021,501909610.30,478008407.46
1_facilities_and_construction,2021-2022,497624087.68,462582337.36
1_facilities_and_construction,2022-2023,509792332.85,455922095.31
11_defence,2017-2018,109223096.18,112610034.63
11_defence,2018-2019,100516140.28,102442345.40
11_defence,2019-2020,209286327.19,207177111.13
11_defence,2020-2021,249952374.55,238034816.06
11_defence,2021-2022,225167572.83,209982071.02
11_defence,2022-2023,149436234.26,133716168.91
3_information_technology,2017-2018,278200.26,286799.73
3_information_technology,2018-2019,92987.48,95382.46
5_transportation_and_logistics,2018-2019,804866.64,818942.78
5_transportation_and_logistics,2019-2020,14755039.30,14508162.72
5_transportation_and_logistics,2020-2021,13922179.21,13258379.22
5_transportation_and_logistics,2021-2022,22668479.00,20491943.77
