d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,296975537.8040849
1_facilities_and_construction,2018-2019,296975537.8040849
1_facilities_and_construction,2019-2020,312285950.01450706
1_facilities_and_construction,2020-2021,328622104.6040849
11_defence,2017-2018,99043979.77894863
11_defence,2018-2019,93349142.97074045
11_defence,2019-2020,177006645.5525724
11_defence,2020-2021,208223253.53450617
2_professional_services,2017-2018,278200.25840071874
2_professional_services,2018-2019,92987.48362982928
5_transportation_and_logistics,2018-2019,804866.64
5_transportation_and_logistics,2019-2020,14755039.296919316
5_transportation_and_logistics,2020-2021,13922179.213080686
