normalized_vendor_name,original_vendor_name
IRVING SHIPBUILDING,Irving Shipbuilding Inc
IRVING SHIPBUILDING,Halifax Shipyard
IRVING SHIPBUILDING,Irving Shipbuilding Inc. Operating as Halifax Shipyard
IRVING SHIPBUILDING,Irving Shipbuilding Incorporated
IRVING SHIPBUILDING,HALIFAX SHIPYARD
IRVING SHIPBUILDING,IRVING SHIP BUILDING INC
IRVING SHIPBUILDING,Irving Shipbuilding Inc\Les chantiers maritime Irving
IRVING SHIPBUILDING,IRVING SHIPBUILDING INC\LES CHANTIERS MARITIME IRVING
IRVING SHIPBUILDING,IRVING SHIPBUILDING INC/
IRVING SHIPBUILDING,Irving Shipbuilding Industries
IRVING SHIPBUILDING,Irving Shipbuliding Industries
IRVING SHIPBUILDING,IRVING SHIPBUILDING INDUSTRIES
