owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2018-2019,804866.64,814972.59
dfo-mpo,2019-2020,29251819.90,28715319.39
dfo-mpo,2020-2021,45568746.01,43347441.50
dfo-mpo,2021-2022,50029523.18,45806482.82
dnd-mdn,2017-2018,406198633.99,416735252.22
dnd-mdn,2018-2019,397491678.09,403673261.50
dnd-mdn,2019-2020,507075496.60,502322111.76
dnd-mdn,2020-2021,546927912.35,519948113.27
dnd-mdn,2021-2022,522143110.64,485406853.35
pwgsc-tpsgc,2017-2018,278200.26,285409.34
pwgsc-tpsgc,2018-2019,92987.48,94920.05
