d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
CISTEL TECHNOLOGY,2017-2018,10013.25,10331.74
XEROX,2017-2018,243564.11,251109.59
XEROX,2018-2019,206782.03,210744.62
XEROX,2019-2020,88944.60,89054.76
