d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2575042.33,2638674.82
1_facilities_and_construction,2018-2019,3796903.87,3845358.11
1_facilities_and_construction,2019-2020,3807306.35,3799507.98
1_facilities_and_construction,2020-2021,1827784.68,1789378.79
6_industrial_products_and_services,2017-2018,294220.39,302093.12
6_industrial_products_and_services,2018-2019,295841.44,299616.83
6_industrial_products_and_services,2019-2020,296651.97,296044.34
