owner_org,d_fiscal_year,total,total_constant_2019_dollars
pc,2017-2018,69236.02,70425.31
pc,2018-2019,4211858.10,4265607.79
pc,2019-2020,3548353.12,3540871.63
pc,2020-2021,748598.09,740194.72
