d_vendor_name,overall_total
IQVIA,1738533.7835535028
IQVIA IG,1596529.653160454
IQVIA AG,1332439.9437819421
DENIS BELANGER,1214371.78259718
OTTAWA VALLEY REGIONAL DRUG INFORMATION SERVICE,725454.8797755146
OVRDIS,544356.3981532526
STENOTRAN SERVICES,474600.00000000006
IMS AG,357746.9649403748
IQVIA SOLUTIONS CANADA,328141.05690909096
IMS HEALTH CANADA,259419.8672406181
COGNIVA,235322.5
NERA ECONOMIC CONSULTING,217390.51811594205
AVI SPL CANADA,184084.14
LNW CONSULTING,167628.11093857832
IFATHOM,159381.39178082193
ORANGUTECH,155109.15632754343
RICHARD SCHWINDT,140574.10085054676
LMN CONSULTIING,115260
THE RIGHT DOOR CONSULTING,102748.00000000001
COGNIVA INFORMATION SOLUTIONS,100852.5
GLOBALDATA PUBLICATIONS,99603.66890510949
ALTIS HUMAN RESOURCES,95569.29
IQVIA WORLD PUBLICATIONS,91301.140562249
NORTHERN MICRO,72395.93
SAS INSTITUTE,64923.02
DR ADIL VIRANI,53355
ACCURATE,52873.65
DR MICHAEL RIEDER,52080
TRM TECHNOLOGIES,38646
PETER JAMIESON PROFESSIONAL,35200
INTEGRA NETWORK,34755.53278333012
DR MUHAMMAD MAMDANI,34200
IMS WORLD,33501.640994764406
RFP SOLUTIONS,32544
FACTIVA,29590.019753424658
GLOBALDATA,29560.94890510949
STAPLES BUSINESS ADVANTAGE,29142.699999999997
TJ5 TECHNOLOGIES,28250
CORNERSTONE RESEARCH GROUP,25000
THE AIM GROUP,24860
DR MIKE PAULDEN,24827.4
INTEGRA NETWORKS,24408
VIDAL,23391.97
LASER ANALYTICA,21963.689320388352
ECOLE DE LANGUES ABCE,21911.772151898735
COPEM CONSULTING,21718
AFL,21000
EXCEL HUMAN RESOURCES,19736.41
THE ATTAIN GROUP,18404.88
DR FRED AOKI,17725
DR PETER JAMIESON,17725
DR FRED AOKI MEDICAL,17700
ADIL VIRANI,17500
DR FRED Y AOKI MEDICAL,17500
FRED AOKI,17500
MICHAEL RIEDER,17500
PETER JAMIESON,17500
MUHAMMAD MAMDANI,17380
DR JACQUES LELORIER,17000
JACQUES LELORIER CONSULTANTS,17000
JACQUES LELORIER,16800
MUHAMMAD MUMDANI,16800
CANON,15730.50509589041
ACCURATE DESIGN COMMUNICATIONS,15277.6
ACCURATE DESIGN COMMUNICATION,13565.65
BRITESKY,13415.426470588234
FACTIVA LIITED,11987.04
VIDAL FRANCE,11752
EXEL HUMAN RESOURCES,11735.16
LA SOCIETE VIDAL,10883.28698630137
KNOWLEDGE CIRCLE,8925.569911504424
COGVIO,3249.243753424658
