d_most_recent_category,d_fiscal_year,total
10_office_management,2018-2019,256410.58000000002
10_office_management,2019-2020,16937.06
10_office_management,2020-2021,197128.40000000002
11_defence,2017-2018,658126.2899999999
2_professional_services,2017-2018,1622996.9114285714
2_professional_services,2018-2019,1764173.06
2_professional_services,2019-2020,1182856.42
2_professional_services,2020-2021,506045.74
