d_fiscal_year,total,total_constant_2019_dollars
2017-2018,801384.74,822151.24
2018-2019,801384.74,813847.46
2019-2020,803580.32,796798.92
2020-2021,801384.74,761852.66
2021-2022,801384.74,744041.66
