d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2447480.53
1_facilities_and_construction,2018-2019,2197532.67
1_facilities_and_construction,2019-2020,2000670.23
1_facilities_and_construction,2020-2021,2857831.95
11_defence,2017-2018,296838.10
2_professional_services,2017-2018,370525.11
2_professional_services,2018-2019,304059.78
2_professional_services,2019-2020,225648.22
2_professional_services,2020-2021,261333.50
3_information_technology,2017-2018,401941.20
3_information_technology,2018-2019,338595.25
3_information_technology,2019-2020,420063.86
3_information_technology,2020-2021,617210.62
4_medical,2017-2018,55575.96
4_medical,2019-2020,87004.42
4_medical,2020-2021,10948.15
5_transportation_and_logistics,2017-2018,4072724.28
5_transportation_and_logistics,2018-2019,318301.60
5_transportation_and_logistics,2019-2020,271184.25
5_transportation_and_logistics,2020-2021,1772911.46
6_industrial_products_and_services,2017-2018,1223097.20
6_industrial_products_and_services,2018-2019,799944.61
6_industrial_products_and_services,2019-2020,884964.75
6_industrial_products_and_services,2020-2021,1107091.90
8_security_and_protection,2017-2018,747476.88
8_security_and_protection,2018-2019,891126.57
8_security_and_protection,2019-2020,1204030.49
8_security_and_protection,2020-2021,1248981.94
9_human_capital,2018-2019,23575.00
