normalized_vendor_name,original_vendor_name
SIEMENS,SIEMENS ENERGY CANADA LIMITED
SIEMENS,SIEMENS CANADA LIMITED
SIEMENS,SIEMENS CANADA LTD
SIEMENS,Siemens Canada Limited
SIEMENS,SIEMENS DEMAG DELEVAL
SIEMENS,Siemens Canada Ltd.
SIEMENS,Siemens Canada Ltd
SIEMENS,"SIEMENS BUILDING TECHNOLOGIES, LTD"
SIEMENS,SIEMENS INDUSTRY SOFTWARE
SIEMENS,Siemens Canada Limitee
SIEMENS,SIEMENS CANADA LIMITED / LIMITEE
SIEMENS,"Siemens Building Technologies, Ltd."
SIEMENS,SIEMENS BUILDING TECHNOLOGIES LTD.
SIEMENS,SIEMENS INDUSTRY SOFTWARE ULC
SIEMENS,SIEMENS CANADA LTD.
SIEMENS,SIEMENS INDUSTRY SOFTWARE LTD
SIEMENS,"Siemens Building Technologies,Ltd"
SIEMENS,SIEMENS WATER TECHNOLOGIES CANADA
SIEMENS,Siemens Technologies du Batiment Ltee
SIEMENS,SIEMENS
SIEMENS,Siemens Building Technologies Ltd.
SIEMENS,SIEMENS CANADA LIMITED / SIEMENS CANADA LIMITÉE
SIEMENS,Siemens Product Lifecycle Management Software Inc
SIEMENS,SIEMENS HEALTHCARE LIMITED
SIEMENS,Siemens Industry Software ULC
SIEMENS,SIEMENS LIMITED KOREA
SIEMENS,Siemens (Landis & Staefa Inc.)
SIEMENS,SIEMENS - TECHNOLOGIES
SIEMENS,SIEMENS BUILDING TECHNOLOGIES LTD
SIEMENS,SIEMENS CA LIMITED / LIMITEE
SIEMENS,"SIEMENS INDUSTRY SOFTWARE LTD./SIEMENS LOGICIELS (INDUSTRIE), LTEE"
SIEMENS,SIEMENS INDUSTRY SOFTWARE LTD.
SIEMENS,Siemens Building Technologies Inc.
SIEMENS,SIEMENS INDUSTRY SOFTWARE ULC (USD)
SIEMENS,Siemens Canada Limited (Ottawa)
SIEMENS,SIEMENS PRODUCT LIFECYCLE
SIEMENS,Siemens Limited Korea
SIEMENS,"Siemens Building Technologies,Ltd."
SIEMENS,Siemens Westinghouse Technical Services
SIEMENS,BJ SIEMENS CERBERUS ELECTRONICS LTD
SIEMENS,Siemens Healthcare Limited/ Siemens Santé limitée
SIEMENS,SIEMENS CANADA LIMITED  (BRAMPTON)
SIEMENS,SIEMENS WATER TECHNOLOGIES INC.
SIEMENS,SIEMENS - TECHNOLOGIES DU BÂTIMENT
SIEMENS,Siemens Building Automation
SIEMENS,SIEMENS LTD.
SIEMENS,SIEMENS PLM
SIEMENS,"SIEMENS WATER TECHNOLGIES CANADA, INC./SIEMENS TECHNOLOGIESDES EAUX CANADA, INC."
SIEMENS,Siemens Healthcare
SIEMENS,SIEMENS PRODUCT LIFECYCLE MANAGEMENT SOFTWARE (CA) LTD.
SIEMENS,Siemens
SIEMENS,Siemens Industrial Services
SIEMENS,"SIEMENS BUILDING TECHNOLOGIES, LTD /SIEMENS - TECHNOLOGIES DU BATIMENT"
SIEMENS,SIEMENS SUISSE SA
SIEMENS,SIEMENS CANADA
SIEMENS,SIEMENS HEALTHCARE
SIEMENS,SIEMENS AG
SIEMENS,Siemens Building Technologies
SIEMENS,"Siemens Water Technolgies Canada, Inc./Siemens Technologiesdes eaux Ca"
SIEMENS,SIEMENS - TECHNOLOGIES DU BATIMENT LTEE (DIV. LANDIS)
SIEMENS,SIEMENS SpA
SIEMENS,SIEMENS BUILDING TECHNOLOGIES(TIANJ
SIEMENS,Siemens Healthcare Limited
SIEMENS,SIEMENS - TECHNOLOGIES DU BATIMENT
SIEMENS,SIEMENS BUILDING
SIEMENS,SIEMENS BUILIDNG TECHNOLOGIES
SIEMENS,SIEMENS TECHNOLOGIES DU BATIMENTS L
SIEMENS,"SIEMENS WATER TECHNOLGIES CANADA, INC./SIEMENS TECHNOLOGIESDES EAUX CA"
SIEMENS,Siemens Building Technologies Ltd
SIEMENS,Siemens Canada Inc
SIEMENS,SIEMENS CANADA LIMITEE (QUEBEC)
SIEMENS,Siemens Canada ltd/ltee Division Technologies du bâtiment
