d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2021-2022,14297.14,13480.93
it_devices_equipment,2019-2020,91165.98,89304.48
it_devices_equipment,2021-2022,11696.41,10984.75
it_other,2021-2022,24335.68,21999.07
it_software_licensing,2017-2018,401941.20,414589.75
it_software_licensing,2018-2019,338595.25,344748.58
it_software_licensing,2019-2020,328897.88,325545.35
it_software_licensing,2020-2021,617210.62,587649.58
it_software_licensing,2021-2022,350959.07,327089.83
it_software_licensing,2022-2023,353397.23,315860.23
