owner_org,d_fiscal_year,total
aafc-aac,2017-2018,267044.4
aafc-aac,2018-2019,239701.21780168382
aafc-aac,2019-2020,202408.5114405987
aafc-aac,2020-2021,154141.96646398504
cfia-acia,2017-2018,11040
cfia-acia,2019-2020,39796.9
csa-asc,2017-2018,105754.8397092449
csa-asc,2018-2019,188092.7122869468
csa-asc,2019-2020,158731.80186369407
csa-asc,2020-2021,180240.05697792597
csc-scc,2017-2018,987562.8229129087
csc-scc,2018-2019,928862.9360143063
csc-scc,2019-2020,825280.6896551535
csc-scc,2020-2021,1478100.8449324325
dfatd-maecd,2017-2018,29133.313165090578
dfatd-maecd,2018-2019,33170.07645037835
dfatd-maecd,2019-2020,73402.40243546995
dfatd-maecd,2020-2021,265306.93234166
dfo-mpo,2017-2018,4174373.896703472
dfo-mpo,2018-2019,341876.5965851788
dfo-mpo,2019-2020,271184.25
dfo-mpo,2020-2021,1772911.4560550458
dnd-mdn,2017-2018,464757.35531727684
dnd-mdn,2018-2019,74323.00928815083
dnd-mdn,2019-2020,257776.14071184918
dnd-mdn,2020-2021,206509.9
hc-sc,2017-2018,137614.96592410313
hc-sc,2018-2019,88943.81981142418
hc-sc,2019-2020,212774.80149785752
hc-sc,2020-2021,133027.01711930064
isc-sac,2017-2018,52500
isc-sac,2019-2020,9518.603649635037
isc-sac,2020-2021,68852.98886861313
nrc-cnrc,2017-2018,1142469.2978653081
nrc-cnrc,2018-2019,581050.4761446085
nrc-cnrc,2019-2020,450395.4658439169
nrc-cnrc,2020-2021,968125.2380283164
nrcan-rncan,2017-2018,4733.409470752089
nrcan-rncan,2018-2019,4733.409470752089
nrcan-rncan,2019-2020,1984.1415041782727
nrcan-rncan,2020-2021,6291.90831234257
pch,2017-2018,104220.34096385541
pch,2018-2019,104220.34096385541
pch,2019-2020,93654.64311687427
pch,2020-2021,96900.89425612055
phac-aspc,2017-2018,18311.339999999997
phac-aspc,2018-2019,22083.45821167883
phac-aspc,2019-2020,27259.52824817518
phac-aspc,2020-2021,58050.16587591241
pwgsc-tpsgc,2017-2018,2290388.581572142
pwgsc-tpsgc,2018-2019,2412034.38683266
pwgsc-tpsgc,2019-2020,2664502.376842197
pwgsc-tpsgc,2020-2021,2573580.0053313863
rcmp-grc,2017-2018,1384.6198100407055
