category,total,percentage
2_professional_services,10643227.902127221,0.3849262986829736
9_human_capital,9881536.766019681,0.35737873957236727
3_information_technology,7100698.232002179,0.25680606613366325
1_facilities_and_construction,24578,8.888956109959129e-4
