d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2566308.08,2644827.03
2018-2019,2680714.42,2729146.41
2019-2020,2319745.76,2290802.19
2020-2021,4478959.21,4268236.14
2021-2022,4181901.58,3912635.46
