d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,39494.63,37588.16
11_defence,2022-2023,10476.50,9336.68
3_information_technology,2019-2020,11382.53,11299.91
3_information_technology,2021-2022,32775.00,30780.83
5_transportation_and_logistics,2017-2018,1263618.32,1301361.09
5_transportation_and_logistics,2018-2019,456577.77,464936.91
5_transportation_and_logistics,2019-2020,1015834.20,1004599.41
5_transportation_and_logistics,2020-2021,813488.23,768687.11
5_transportation_and_logistics,2021-2022,2793415.40,2576410.89
5_transportation_and_logistics,2022-2023,332626.37,294980.46
6_industrial_products_and_services,2017-2018,10616.35,10971.98
6_industrial_products_and_services,2022-2023,84643.78,75434.70
