d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,364682.94,374062.87
0_other,2018-2019,703935.15,714882.39
0_other,2019-2020,699154.24,693301.51
0_other,2020-2021,418289.65,397678.30
0_other,2021-2022,274114.02,257585.43
1_facilities_and_construction,2017-2018,58891136.46,60418528.95
1_facilities_and_construction,2018-2019,58098169.45,58998255.86
1_facilities_and_construction,2019-2020,65643158.85,65044595.55
1_facilities_and_construction,2020-2021,111677717.46,106224812.93
1_facilities_and_construction,2021-2022,105568446.89,97778256.95
10_office_management,2017-2018,290851.24,298724.43
10_office_management,2018-2019,92058.88,93565.61
10_office_management,2019-2020,122001.29,119782.45
10_office_management,2020-2021,101252.23,96265.20
10_office_management,2021-2022,182598.30,170229.02
2_professional_services,2017-2018,162432855.39,166632851.38
2_professional_services,2018-2019,165051900.34,167620923.29
2_professional_services,2019-2020,163148184.45,161724031.78
2_professional_services,2020-2021,167987646.19,159656888.74
2_professional_services,2021-2022,164787069.49,153362326.30
3_information_technology,2017-2018,7913552.52,8118294.83
3_information_technology,2018-2019,5800413.66,5886929.76
3_information_technology,2019-2020,10228921.19,10103826.78
3_information_technology,2020-2021,12300015.24,11685306.44
3_information_technology,2021-2022,13174885.90,12226249.82
4_medical,2017-2018,77435.03,79438.96
4_medical,2018-2019,76364.42,77552.00
4_medical,2019-2020,123588.24,122134.89
4_medical,2020-2021,166681.94,158459.57
4_medical,2021-2022,148869.60,138217.24
5_transportation_and_logistics,2017-2018,188872.95,193920.28
5_transportation_and_logistics,2018-2019,244223.13,247724.12
5_transportation_and_logistics,2019-2020,345542.17,342211.48
5_transportation_and_logistics,2020-2021,86739.81,82689.08
5_transportation_and_logistics,2021-2022,196494.96,179068.70
6_industrial_products_and_services,2017-2018,2288654.23,2346665.26
6_industrial_products_and_services,2018-2019,2303788.57,2337899.88
6_industrial_products_and_services,2019-2020,2030475.59,2013090.30
6_industrial_products_and_services,2020-2021,759574.55,721697.12
6_industrial_products_and_services,2021-2022,1044996.61,967307.54
8_security_and_protection,2017-2018,2332628.56,2393074.60
8_security_and_protection,2018-2019,2272797.01,2308142.37
8_security_and_protection,2019-2020,2394167.59,2374027.71
8_security_and_protection,2020-2021,2427826.59,2308212.31
8_security_and_protection,2021-2022,4308372.76,3898532.56
9_human_capital,2017-2018,472138.09,484256.21
9_human_capital,2018-2019,440746.64,447732.44
9_human_capital,2019-2020,381377.73,377587.20
9_human_capital,2020-2021,507503.75,482472.06
9_human_capital,2021-2022,742610.99,689410.55
