d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,81145.30,83475.12
10_office_management,2018-2019,55528.20,56303.18
10_office_management,2019-2020,27244.30,26688.00
2_professional_services,2017-2018,502506.87,517380.22
2_professional_services,2018-2019,548611.11,556434.03
2_professional_services,2019-2020,418711.56,412692.23
2_professional_services,2020-2021,465056.58,440761.40
2_professional_services,2021-2022,386359.59,357165.11
2_professional_services,2022-2023,1059892.04,941372.39
3_information_technology,2018-2019,3492.82,3525.45
3_information_technology,2019-2020,25107.48,24799.67
3_information_technology,2020-2021,65610.31,62097.07
3_information_technology,2021-2022,190539.84,173683.77
3_information_technology,2022-2023,192631.10,170996.02
