d_vendor_name,overall_total
THE RIGHT DOOR CONSULTING,194025.36
THE AIM GROUP,121558.03
MNP,79999.80
PROTAK CONSULTING GROUP,65138.64
CONTRACT COMMUNITY,60793.03
MELTWATER,57598.11
EXCEL HUMAN RESOURCES,56912.63
BRECKENHILL,39832.51
CARLETON UNIVERSITY,30293.33
UNIVERSITE LAVAL,29482.61
KPMG,16647.42
LANGUAGE RESEARCH DEVELOPMENT GROUP,12209.20
ENSEIGNES PATTISON SIGN GROUP,10098.60
S P GLOBAL MARKET INTELLIGENCE,9953.06
