d_most_recent_category,d_fiscal_year,total
10_office_management,2020-2021,24719.62
11_defence,2017-2018,1539299.5273200348
11_defence,2018-2019,1514299.5273200348
11_defence,2019-2020,817306.8681699913
2_professional_services,2017-2018,269064.1247156153
2_professional_services,2018-2019,478457.9260510547
2_professional_services,2019-2020,833142.1927699154
2_professional_services,2020-2021,956492.7664634146
6_industrial_products_and_services,2019-2020,1224737.1949999998
6_industrial_products_and_services,2020-2021,1225064.855
