d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,49657.58,50874.24
1_facilities_and_construction,2018-2019,25010.80,25366.95
1_facilities_and_construction,2019-2020,5401.00,5420.21
1_facilities_and_construction,2021-2022,21704.77,19603.75
10_office_management,2017-2018,65627.95,67184.62
11_defence,2017-2018,176127.96,180554.37
11_defence,2018-2019,317562.34,321184.03
11_defence,2019-2020,110538.38,107863.29
11_defence,2020-2021,786760.81,753026.75
11_defence,2021-2022,481343.20,436955.52
2_professional_services,2018-2019,207251.04,209986.90
3_information_technology,2017-2018,44689.10,45742.51
3_information_technology,2018-2019,39319.23,39706.09
3_information_technology,2019-2020,138967.25,136553.49
3_information_technology,2020-2021,4915.91,4640.52
3_information_technology,2021-2022,61522.04,55736.21
6_industrial_products_and_services,2017-2018,943893.99,969621.99
6_industrial_products_and_services,2018-2019,812152.66,822099.18
6_industrial_products_and_services,2019-2020,949775.04,932149.95
6_industrial_products_and_services,2020-2021,379597.58,359360.49
6_industrial_products_and_services,2021-2022,644327.90,594941.02
