d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,49657.58
1_facilities_and_construction,2018-2019,25010.79726775956
1_facilities_and_construction,2019-2020,5401.002732240437
10_office_management,2017-2018,65627.95
11_defence,2017-2018,196754.43731783057
11_defence,2018-2019,317562.3406557377
11_defence,2019-2020,110538.38
11_defence,2020-2021,709648.7
2_professional_services,2018-2019,207251.04
3_information_technology,2017-2018,44689.1
3_information_technology,2018-2019,39319.23
3_information_technology,2019-2020,138967.25090909092
3_information_technology,2020-2021,4915.909090909091
6_industrial_products_and_services,2017-2018,923267.5160829494
6_industrial_products_and_services,2018-2019,812152.6584382872
6_industrial_products_and_services,2019-2020,949775.0378322699
6_industrial_products_and_services,2020-2021,456709.69372944295
