d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,870218.5792349726
1_facilities_and_construction,2018-2019,145220.4794671168
1_facilities_and_construction,2019-2020,52049.11053288324
11_defence,2017-2018,54559745.42355259
11_defence,2018-2019,13898366.586985802
11_defence,2019-2020,122351.1741564743
11_defence,2020-2021,4790.647563946407
6_industrial_products_and_services,2017-2018,79046.98
6_industrial_products_and_services,2018-2019,467668.0388101983
6_industrial_products_and_services,2019-2020,89615.2711898017
6_industrial_products_and_services,2020-2021,204027.7263551402
