d_fiscal_year,total,total_constant_2019_dollars
2017-2018,163203.60,168095.03
2018-2019,269561.50,273442.63
2019-2020,2162551.04,2132778.84
2020-2021,1307029.41,1239592.71
2021-2022,333133.12,307202.84
2022-2023,1038700.61,922520.27
