owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2019-2020,300150.00,300013.07
dfo-mpo,2020-2021,2649231.68,2544819.99
dfo-mpo,2021-2022,4586164.43,3772916.97
dnd-mdn,2019-2020,236767.50,235741.61
dnd-mdn,2021-2022,1028397.93,486411.03
