owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,10540.89,10865.76
aafc-aac,2018-2019,13032.46,13281.63
aafc-aac,2019-2020,15743.41,15440.85
aafc-aac,2020-2021,123668.91,117772.46
cbsa-asfc,2021-2022,29870.47,27723.44
cbsa-asfc,2022-2023,13083.65,11705.11
cra-arc,2021-2022,34476.53,32378.83
cra-arc,2022-2023,0.00,0.00
dnd-mdn,2018-2019,14416.56,14551.23
nrc-cnrc,2017-2018,24339.00,25034.08
rcmp-grc,2017-2018,32361.47,33417.22
rcmp-grc,2018-2019,12683.97,12923.40
rcmp-grc,2019-2020,565856.17,559300.58
rcmp-grc,2020-2021,572881.33,546250.27
rcmp-grc,2021-2022,316447.13,291861.10
rcmp-grc,2022-2023,1066056.18,948185.01
ssc-spc,2020-2021,115898.65,110625.21
ssc-spc,2021-2022,55168.35,50730.34
ssc-spc,2022-2023,122042.72,109067.47
