d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,68218.81,70270.81
1_facilities_and_construction,2018-2019,413629.81,421261.74
1_facilities_and_construction,2019-2020,551705.75,546164.11
1_facilities_and_construction,2020-2021,695832.05,662173.54
1_facilities_and_construction,2021-2022,517189.38,480818.19
1_facilities_and_construction,2022-2023,601593.03,536711.12
2_professional_services,2017-2018,151479.29,156227.64
2_professional_services,2018-2019,23724.94,23966.46
2_professional_services,2019-2020,114222.97,113153.77
2_professional_services,2020-2021,162697.42,155288.80
2_professional_services,2021-2022,34782.61,32338.29
2_professional_services,2022-2023,10577.73,9547.66
