d_fiscal_year,total,total_constant_2019_dollars
2017-2018,219698.10,226481.10
2018-2019,447328.45,454972.45
2019-2020,681869.22,675079.40
2020-2021,847407.22,808635.77
2021-2022,540849.74,506080.40
